datapath   port   port-speed(B/s)
07          4        1315.7
07          5          59.9

08          1        2577.4
08          2        1315.7

datapath   port   port-speed(B/s)
01          1         101.8
01          2          59.9
01          3        1377.2
01          4        2634.7
01          5        2006.0
01          6        2634.7

02          1        1377.2
02          2        2006.0

03          1        2004.0
03          2        1375.9

04          1        2004.0
04          2        1944.2

05          1        1946.1
05          2        1317.4

06          1        1317.4
06          2        2574.9

07          1        1377.2
07          2        2634.7
07          3        2574.9
07          4        1377.2
07          5          59.9

08          1        2626.9
08          2        1373.1

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1375.9
01          4        2632.1
01          5        1944.2
01          6        2632.1

02          1        1377.2
02          2        1946.1

03          1        1944.2
03          2        1375.9

04          1        1946.1
04          2        1946.1

05          1        1946.1
05          2        1377.2

06          1        1375.9
06          2        2632.1

07          1        1375.9
07          2        2629.5
07          3        2629.5
07          4        1374.5
07          5          59.8

08          1        2634.7
08          2        1377.2

datapath   port   port-speed(B/s)
01          1         101.7
01          2          59.8
01          3        1375.9
01          4        2574.9
01          5        2004.0
01          6        2632.1

02          1        1375.9
02          2        2004.0

03          1        2006.0
03          2        1317.4

04          1        2004.0
04          2        2004.0

05          1        2004.0
05          2        1316.1

06          1        1316.1
06          2        2632.1

07          1        1316.1
07          2        2574.9
07          3        2634.7
07          4        1317.4
07          5          59.9

08          1        2637.4
08          2        1318.7

datapath   port   port-speed(B/s)
01          1          41.9
01          2           0.0
01          3        1316.1
01          4        2629.5
01          5        2004.0
01          6        2632.1

02          1        1314.7
02          2        2002.0

03          1        2002.0
03          2        1374.5

04          1        2004.0
04          2        2004.0

05          1        2004.0
05          2        1375.9

06          1        1375.9
06          2        2632.1

07          1        1373.1
07          2        2626.9
07          3        2626.9
07          4        1373.1
07          5          59.7

08          1        2626.9
08          2        1373.1

datapath   port   port-speed(B/s)
01          1          59.9
01          2          59.9
01          3        1377.2
01          4        2634.7
01          5        2006.0
01          6        2634.7

02          1        1377.2
02          2        2006.0

03          1        2008.0
03          2        1378.6

04          1        2006.0
04          2        2006.0

05          1        2004.0
05          2        1375.9

06          1        1377.2
06          2        2574.9

07          1        1380.0
07          2        2640.0
07          3        2580.0
07          4        1320.0
07          5          60.0

08          1        2637.4
08          2        1318.7

datapath   port   port-speed(B/s)
01          1          59.9
01          2          59.9
01          3        1377.2
01          4        2634.7
01          5        2006.0
01          6        2512.0

02          1        1377.2
02          2        1946.1

03          1        1944.2
03          2        1253.2

04          1        2004.0
04          2        2004.0

05          1        2006.0
05          2        1377.2

06          1        1375.9
06          2        2632.1

07          1        1254.5
07          2        2632.1
07          3        2632.1
07          4        1377.2
07          5           0.0

08          1        2512.0
08          2        1377.2

datapath   port   port-speed(B/s)
01          1          57.7
01          2          57.7
01          3        1326.9
01          4        2531.9
01          5        1875.0
01          6        2599.0

02          1        1326.9
02          2        1932.7

03          1        1932.7
03          2        1387.5

04          1        1876.8
04          2        1934.6

05          1        1934.6
05          2        1328.2

06          1        1382.8
06          2        2598.4

07          1        1387.5
07          2        2483.2
07          3        2540.9
07          4        1394.2
07          5          57.7

08          1        2599.0
08          2        1394.2

datapath   port   port-speed(B/s)
01          1          62.1
01          2          62.1
01          3        1366.5
01          4        2547.1
01          5        1950.3
01          6        2605.6

02          1        1366.5
02          2        2057.3

03          1        2080.7
03          2        1363.4

04          1        1926.4
04          2        1990.8

05          1        1990.8
05          2        1349.7

06          1        1313.4
06          2        2550.2

07          1        1411.0
07          2        2570.6
07          3        2573.6
07          4        1346.6
07          5          61.3

08          1        2605.6
08          2        1363.4

datapath   port   port-speed(B/s)
01          1          58.9
01          2          58.9
01          3        1354.3
01          4        2717.1
01          5        2039.3
01          6        2655.2

02          1        1355.6
02          2        1936.4

03          1        1915.5
03          2        1417.5

04          1        2063.6
04          2        2001.0

05          1        1999.0
05          2        1370.4

06          1        1352.9
06          2        2650.0

07          1        1369.0
07          2        2744.0
07          3        2681.5
07          4        1431.5
07          5          59.5

08          1        2652.6
08          2        1416.1

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.9
01          3        1377.2
01          4        2572.3
01          5        2004.0
01          6        2632.1

02          1        1375.9
02          2        2004.0

03          1        2004.0
03          2        1375.9

04          1        2002.0
04          2        1942.2

05          1        1944.2
05          2        1375.9

06          1        1374.5
06          2        2629.5

07          1        1378.6
07          2        2574.9
07          3        2634.7
07          4        1317.4
07          5          59.9

08          1        2634.7
08          2        1317.4

datapath   port   port-speed(B/s)
01          1           0.0
01          2           0.0
01          3        1375.9
01          4        2632.1
01          5        2004.0
01          6        2632.1

02          1        1375.9
02          2        2004.0

03          1        2006.0
03          2        1317.4

04          1        2004.0
04          2        2004.0

05          1        2004.0
05          2        1316.1

06          1        1317.4
06          2        2634.7

07          1        1316.1
07          2        2634.7
07          3        2634.7
07          4        1377.2
07          5          59.9

08          1        2632.1
08          2        1375.9

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1252.0
01          4        2629.5
01          5        2002.0
01          6        2566.7

02          1        1252.0
02          2        1939.2

03          1        1939.2
03          2        1311.8

04          1        2004.0
04          2        2002.0

05          1        2002.0
05          2        1374.5

06          1        1374.5
06          2        2569.7

07          1        1311.8
07          2        2629.5
07          3        2569.7
07          4        1374.5
07          5          59.8

08          1        2566.7
08          2        1374.5

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1375.9
01          4        2632.1
01          5        2004.0
01          6        2632.1

02          1        1375.9
02          2        1944.2

03          1        1944.2
03          2        1316.1

04          1        2004.0
04          2        2006.0

05          1        2004.0
05          2        1375.9

06          1        1375.9
06          2        2632.1

07          1        1316.1
07          2        2632.1
07          3        2632.1
07          4        1316.1
07          5           0.0

08          1        2629.5
08          2        1314.7

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1313.1
01          4        2572.3
01          5        1881.4
01          6        2572.3

02          1        1313.1
02          2        2004.0

03          1        2004.0
03          2        1375.9

04          1        1881.4
04          2        2004.0

05          1        2006.0
05          2        1375.9

06          1        1375.9
06          2        2569.3

07          1        1375.9
07          2        2572.3
07          3        2569.3
07          4        1375.9
07          5          59.8

08          1        2572.3
08          2        1375.9

datapath   port   port-speed(B/s)
01          1          59.9
01          2          59.8
01          3        1316.1
01          4        2634.7
01          5        2006.0
01          6        2512.0

02          1        1317.4
02          2        2006.0

03          1        2004.0
03          2        1375.9

04          1        2004.0
04          2        1941.2

05          1        2004.0
05          2        1317.4

06          1        1316.1
06          2        2632.1

07          1        1375.9
07          2        2632.1
07          3        2632.1
07          4        1375.9
07          5          59.8

08          1        2577.4
08          2        1378.6

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.9
01          3        1377.2
01          4        2506.5
01          5        1941.2
01          6        2632.1

02          1        1375.9
02          2        1881.4

03          1        1883.2
03          2        1314.4

04          1        1943.1
04          2        1881.4

05          1        1818.5
05          2        1375.9

06          1        1377.2
06          2        2574.9

07          1        1314.4
07          2        2509.0
07          3        2574.9
07          4        1314.4
07          5          59.9

08          1        2569.3
08          2        1313.1

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1375.9
01          4        2634.7
01          5        1944.2
01          6        2632.1

02          1        1377.2
02          2        2006.0

03          1        2002.0
03          2        1374.5

04          1        1946.1
04          2        1948.1

05          1        1946.1
05          2        1251.5

06          1        1250.2
06          2        2569.3

07          1        1375.9
07          2        2629.5
07          3        2566.7
07          4        1316.1
07          5          59.8

08          1        2629.5
08          2        1314.7

datapath   port   port-speed(B/s)
01          1          59.9
01          2          59.9
01          3        1377.2
01          4        2572.3
01          5        2006.0
01          6        2509.0

02          1        1375.9
02          2        2004.0

03          1        2006.0
03          2        1317.4

04          1        2002.0
04          2        2002.0

05          1        2004.0
05          2        1316.1

06          1        1317.4
06          2        2634.7

07          1        1317.4
07          2        2577.4
07          3        2637.4
07          4        1377.2
07          5          59.9

08          1        2632.1
08          2        1375.9

datapath   port   port-speed(B/s)
01          1           0.0
01          2           0.0
01          3        1316.1
01          4        2632.1
01          5        2004.0
01          6        2632.1

02          1        1316.1
02          2        1941.2

03          1        1943.1
03          2        1377.2

04          1        2004.0
04          2        2004.0

05          1        2004.0
05          2        1375.9

06          1        1375.9
06          2        2572.3

07          1        1375.9
07          2        2632.1
07          3        2572.3
07          4        1375.9
07          5          59.8

08          1        2511.5
08          2        1378.6

datapath   port   port-speed(B/s)
01          1          59.9
01          2          59.9
01          3        1378.6
01          4        2637.4
01          5        2008.0
01          6        2637.4

02          1        1380.0
02          2        2010.0

03          1        2008.0
03          2        1318.7

04          1        2010.0
04          2        2010.0

05          1        2010.0
05          2        1380.0

06          1        1378.6
06          2        2637.4

07          1        1318.7
07          2        2637.4
07          3        2637.4
07          4        1318.7
07          5           0.0

08          1        2640.0
08          2        1320.0

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1375.9
01          4        2572.3
01          5        2004.0
01          6        2572.3

02          1        1374.5
02          2        1942.2

03          1        1942.2
03          2        1374.5

04          1        2004.0
04          2        2004.0

05          1        2002.0
05          2        1374.5

06          1        1375.9
06          2        2632.1

07          1        1373.1
07          2        2567.2
07          3        2626.9
07          4        1373.1
07          5          59.7

08          1        2564.6
08          2        1371.8

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1314.7
01          4        2632.1
01          5        1942.2
01          6        2572.3

02          1        1316.1
02          2        2004.0

03          1        2002.0
03          2        1374.5

04          1        1944.2
04          2        2004.0

05          1        2006.0
05          2        1375.9

06          1        1375.9
06          2        2632.1

07          1        1375.9
07          2        2632.1
07          3        2632.1
07          4        1375.9
07          5          59.8

08          1        2574.9
08          2        1375.9

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.9
01          3        1377.2
01          4        2632.1
01          5        2006.0
01          6        2632.1

02          1        1377.2
02          2        2006.0

03          1        2006.0
03          2        1377.2

04          1        2004.0
04          2        1944.2

05          1        1944.2
05          2        1317.4

06          1        1316.1
06          2        2572.3

07          1        1377.2
07          2        2634.7
07          3        2574.9
07          4        1377.2
07          5          59.9

08          1        2632.1
08          2        1377.2

datapath   port   port-speed(B/s)
01          1          59.9
01          2          59.9
01          3        1377.2
01          4        2634.7
01          5        1946.1
01          6        2634.7

02          1        1375.9
02          2        1944.2

03          1        1948.1
03          2        1448.6

04          1        1946.1
04          2        1946.1

05          1        1944.2
05          2        1375.9

06          1        1377.2
06          2        2641.7

07          1        1448.6
07          2        2637.4
07          3        2644.4
07          4        1378.6
07          5          59.9

08          1        2640.0
08          2        1378.6

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1375.9
01          4        2572.3
01          5        2004.0
01          6        2632.1

02          1        1375.9
02          2        2004.0

03          1        2004.0
03          2        1375.9

04          1        2004.0
04          2        2004.0

05          1        2004.0
05          2        1316.1

06          1        1316.1
06          2        2632.1

07          1        1375.9
07          2        2572.3
07          3        2632.1
07          4        1316.1
07          5          59.8

08          1        2626.9
08          2        1314.7

datapath   port   port-speed(B/s)
01          1           0.0
01          2           0.0
01          3        1318.7
01          4        2511.5
01          5        1945.1
01          6        2637.4

02          1        1320.0
02          2        2010.0

03          1        2008.0
03          2        1318.7

04          1        1947.0
04          2        1947.0

05          1        1948.9
05          2        1381.4

06          1        1380.0
06          2        2577.0

07          1        1320.0
07          2        2514.0
07          3        2577.0
07          4        1380.0
07          5          60.0

08          1        2640.0
08          2        1380.0

datapath   port   port-speed(B/s)
01          1          59.9
01          2          59.9
01          3        1377.2
01          4        2634.7
01          5        2006.0
01          6        2634.7

02          1        1375.9
02          2        2004.0

03          1        2006.0
03          2        1377.2

04          1        2004.0
04          2        2002.0

05          1        2002.0
05          2        1374.5

06          1        1375.9
06          2        2572.3

07          1        1375.9
07          2        2632.1
07          3        2572.3
07          4        1316.1
07          5          59.8

08          1        2634.7
08          2        1317.4

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1374.5
01          4        2629.5
01          5        2002.0
01          6        2569.7

02          1        1375.9
02          2        1944.2

03          1        1938.4
03          2        1312.1

04          1        2002.0
04          2        2004.0

05          1        2004.0
05          2        1375.9

06          1        1375.9
06          2        2632.1

07          1        1313.4
07          2        2626.9
07          3        2626.9
07          4        1373.1
07          5           0.0

08          1        2567.2
08          2        1373.1

datapath   port   port-speed(B/s)
01          1          59.9
01          2          59.9
01          3        1317.4
01          4        2574.9
01          5        1946.1
01          6        2634.7

02          1        1317.4
02          2        2006.0

03          1        2008.0
03          2        1378.6

04          1        1946.1
04          2        2006.0

05          1        2004.0
05          2        1375.9

06          1        1375.9
06          2        2632.1

07          1        1375.9
07          2        2572.3
07          3        2632.1
07          4        1375.9
07          5          59.8

08          1        2634.7
08          2        1377.2

datapath   port   port-speed(B/s)
01          1          59.9
01          2          59.8
01          3        1375.9
01          4        2634.7
01          5        2004.0
01          6        2574.9

02          1        1375.9
02          2        2002.0

03          1        2006.0
03          2        1377.2

04          1        2004.0
04          2        2004.0

05          1        2006.0
05          2        1317.4

06          1        1316.1
06          2        2572.3

07          1        1378.6
07          2        2637.4
07          3        2577.4
07          4        1315.7
07          5          59.9

08          1        2577.4
08          2        1315.7

datapath   port   port-speed(B/s)
01          1          59.9
01          2          59.9
01          3        1377.2
01          4        2634.7
01          5        1948.1
01          6        2634.7

02          1        1377.2
02          2        1948.1

03          1        1946.1
03          2        1377.2

04          1        1946.1
04          2        1946.1

05          1        1946.1
05          2        1377.2

06          1        1377.2
06          2        2634.7

07          1        1377.2
07          2        2634.7
07          3        2634.7
07          4        1377.2
07          5          59.9

08          1        2634.7
08          2        1377.2

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1375.9
01          4        2572.3
01          5        2002.0
01          6        2629.5

02          1        1374.5
02          2        2002.0

03          1        2004.0
03          2        1375.9

04          1        2004.0
04          2        1944.2

05          1        1942.2
05          2        1374.5

06          1        1375.9
06          2        2632.1

07          1        1375.9
07          2        2632.1
07          3        2632.1
07          4        1316.1
07          5          59.8

08          1        2632.1
08          2        1316.1

datapath   port   port-speed(B/s)
01          1           0.0
01          2          59.8
01          3        1375.9
01          4        2632.1
01          5        2004.0
01          6        2632.1

02          1        1377.2
02          2        2006.0

03          1        2004.0
03          2        1316.1

04          1        2004.0
04          2        2004.0

05          1        2010.0
05          2        1320.0

06          1        1316.1
06          2        2632.1

07          1        1316.1
07          2        2572.3
07          3        2632.1
07          4        1375.9
07          5          59.8

08          1        2626.9
08          2        1373.1

datapath   port   port-speed(B/s)
01          1          59.9
01          2           0.0
01          3        1317.4
01          4        2634.7
01          5        2006.0
01          6        2637.4

02          1        1317.4
02          2        2006.0

03          1        2006.0
03          2        1377.2

04          1        2006.0
04          2        2006.0

05          1        2002.0
05          2        1374.5

06          1        1378.6
06          2        2577.4

07          1        1375.9
07          2        2632.1
07          3        2572.3
07          4        1375.9
07          5          59.8

08          1        2634.7
08          2        1377.2

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1375.9
01          4        2629.5
01          5        1941.2
01          6        2629.5

02          1        1375.9
02          2        2004.0

03          1        2004.0
03          2        1316.1

04          1        2004.0
04          2        2004.0

05          1        2004.0
05          2        1375.9

06          1        1375.9
06          2        2632.1

07          1        1316.1
07          2        2632.1
07          3        2632.1
07          4        1316.1
07          5           0.0

08          1        2632.1
08          2        1316.1

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1375.9
01          4        2449.1
01          5        2004.0
01          6        2509.5

02          1        1375.9
02          2        1944.2

03          1        1944.2
03          2        1375.9

04          1        1941.2
04          2        2004.0

05          1        2004.0
05          2        1375.9

06          1        1374.5
06          2        2566.7

07          1        1377.2
07          2        2449.1
07          3        2571.9
07          4        1314.4
07          5          59.9

08          1        2572.3
08          2        1313.1

datapath   port   port-speed(B/s)
01          1          59.9
01          2          59.9
01          3        1317.4
01          4        2632.1
01          5        1946.1
01          6        2574.9

02          1        1316.1
02          2        2004.0

03          1        2004.0
03          2        1313.1

04          1        1944.2
04          2        2004.0

05          1        2004.0
05          2        1375.9

06          1        1375.9
06          2        2632.1

07          1        1313.1
07          2        2632.1
07          3        2632.1
07          4        1375.9
07          5          59.8

08          1        2514.5
08          2        1378.6

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1375.9
01          4        2632.1
01          5        2004.0
01          6        2632.1

02          1        1375.9
02          2        1944.2

03          1        1946.1
03          2        1377.2

04          1        2006.0
04          2        1946.1

05          1        1944.2
05          2        1316.1

06          1        1317.4
06          2        2574.9

07          1        1377.2
07          2        2634.7
07          3        2574.9
07          4        1377.2
07          5          59.9

08          1        2634.7
08          2        1377.2

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1250.2
01          4        2634.7
01          5        1944.2
01          6        2632.1

02          1        1375.9
02          2        1941.2

03          1        1941.2
03          2        1375.9

04          1        1944.2
04          2        1944.2

05          1        1944.2
05          2        1375.9

06          1        1375.9
06          2        2632.1

07          1        1375.9
07          2        2632.1
07          3        2632.1
07          4        1375.9
07          5          59.8

08          1        2632.1
08          2        1375.9

datapath   port   port-speed(B/s)
01          1          59.9
01          2          59.9
01          3        1447.1
01          4        2572.3
01          5        2006.0
01          6        2571.9

02          1        1321.4
02          2        1943.1

03          1        1941.2
03          2        1253.2

04          1        2004.0
04          2        2004.0

05          1        2006.0
05          2        1317.4

06          1        1317.4
06          2        2634.7

07          1        1254.5
07          2        2574.9
07          3        2634.7
07          4        1317.4
07          5          59.9

08          1        2564.2
08          2        1313.4

datapath   port   port-speed(B/s)
01          1           0.0
01          2           0.0
01          3        1318.7
01          4        2637.4
01          5        2008.0
01          6        2574.4

02          1        1320.0
02          2        2010.0

03          1        2010.0
03          2        1380.0

04          1        2012.0
04          2        2012.0

05          1        2012.0
05          2        1381.4

06          1        1381.4
06          2        2642.6

07          1        1378.6
07          2        2637.4
07          3        2637.4
07          4        1378.6
07          5          59.9

08          1        2582.2
08          2        1381.4

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1375.9
01          4        2632.1
01          5        2004.0
01          6        2632.1

02          1        1374.5
02          2        2002.0

03          1        2004.0
03          2        1375.9

04          1        2002.0
04          2        2002.0

05          1        2000.0
05          2        1373.1

06          1        1373.1
06          2        2567.2

07          1        1375.9
07          2        2632.1
07          3        2572.3
07          4        1316.1
07          5          59.8

08          1        2632.1
08          2        1316.1

datapath   port   port-speed(B/s)
01          1          60.0
01          2          60.0
01          3        1380.0
01          4        2640.0
01          5        1947.0
01          6        2580.0

02          1        1381.4
02          2        1952.0

03          1        1950.0
03          2        1320.0

04          1        1947.0
04          2        1884.0

05          1        1885.9
05          2        1318.3

06          1        1318.3
06          2        2642.6

07          1        1321.3
07          2        2642.6
07          3        2642.6
07          4        1381.4
07          5           0.0

08          1        2580.0
08          2        1381.4

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1314.7
01          4        2569.7
01          5        1942.2
01          6        2566.7

02          1        1313.4
02          2        2000.0

03          1        2000.0
03          2        1373.1

04          1        1940.3
04          2        2000.0

05          1        2000.0
05          2        1310.4

06          1        1309.1
06          2        2561.6

07          1        1373.1
07          2        2564.6
07          3        2561.6
07          4        1371.8
07          5          59.6

08          1        2621.6
08          2        1370.4

datapath   port   port-speed(B/s)
01          1          60.0
01          2          60.0
01          3        1380.0
01          4        2640.0
01          5        2010.0
01          6        2580.0

02          1        1380.0
02          2        1947.0

03          1        1948.9
03          2        1381.4

04          1        2012.0
04          2        2012.0

05          1        2012.0
05          2        1321.3

06          1        1322.6
06          2        2585.2

07          1        1380.0
07          2        2642.6
07          3        2582.6
07          4        1381.4
07          5          60.1

08          1        2524.6
08          2        1384.2

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1375.9
01          4        2632.1
01          5        1944.2
01          6        2632.1

02          1        1375.9
02          2        1944.2

03          1        1944.2
03          2        1375.9

04          1        1942.2
04          2        1942.2

05          1        1942.2
05          2        1374.5

06          1        1374.5
06          2        2566.7

07          1        1375.9
07          2        2632.1
07          3        2569.3
07          4        1375.9
07          5          59.8

08          1        2629.5
08          2        1374.5

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1374.5
01          4        2569.7
01          5        2002.0
01          6        2629.5

02          1        1374.5
02          2        2002.0

03          1        2002.0
03          2        1374.5

04          1        2008.0
04          2        1948.1

05          1        1948.1
05          2        1378.6

06          1        1377.2
06          2        2634.7

07          1        1377.2
07          2        2574.9
07          3        2634.7
07          4        1317.4
07          5          59.9

08          1        2629.5
08          2        1314.7

datapath   port   port-speed(B/s)
01          1           0.0
01          2          59.9
01          3        1378.6
01          4        2574.4
01          5        2008.0
01          6        2637.4

02          1        1378.6
02          2        2008.0

03          1        2008.0
03          2        1318.7

04          1        2004.0
04          2        2004.0

05          1        2004.0
05          2        1316.1

06          1        1316.1
06          2        2632.1

07          1        1316.1
07          2        2632.1
07          3        2632.1
07          4        1375.9
07          5          59.8

08          1        2634.7
08          2        1377.2

datapath   port   port-speed(B/s)
01          1          59.8
01          2           0.0
01          3        1316.1
01          4        2571.9
01          5        1941.2
01          6        2632.1

02          1        1317.4
02          2        2004.0

03          1        2004.0
03          2        1375.9

04          1        1941.2
04          2        1941.2

05          1        1941.2
05          2        1374.5

06          1        1375.9
06          2        2509.5

07          1        1375.9
07          2        2506.5
07          3        2509.5
07          4        1375.9
07          5          59.8

08          1        2637.4
08          2        1378.6

datapath   port   port-speed(B/s)
01          1          59.7
01          2          59.7
01          3        1373.1
01          4        2624.3
01          5        2000.0
01          6        2626.9

02          1        1371.8
02          2        1940.3

03          1        1938.4
03          2        1312.1

04          1        2000.0
04          2        2000.0

05          1        1998.0
05          2        1373.1

06          1        1373.1
06          2        2626.9

07          1        1310.8
07          2        2684.2
07          3        2621.6
07          4        1310.8
07          5           0.0

08          1        2632.1
08          2        1316.1

datapath   port   port-speed(B/s)
01          1          60.0
01          2          60.0
01          3        1380.0
01          4        2580.0
01          5        2010.0
01          6        2580.0

02          1        1381.4
02          2        2012.0

03          1        2012.0
03          2        1381.4

04          1        2012.0
04          2        2012.0

05          1        2014.0
05          2        1382.8

06          1        1381.4
06          2        2642.6

07          1        1382.8
07          2        2522.0
07          3        2645.3
07          4        1319.6
07          5          60.1

08          1        2572.3
08          2        1313.1

datapath   port   port-speed(B/s)
01          1          59.9
01          2          59.9
01          3        1317.4
01          4        2634.7
01          5        1946.1
01          6        2574.9

02          1        1316.1
02          2        2004.0

03          1        2006.0
03          2        1377.2

04          1        1944.2
04          2        2004.0

05          1        2004.0
05          2        1375.9

06          1        1375.9
06          2        2632.1

07          1        1375.9
07          2        2632.1
07          3        2632.1
07          4        1375.9
07          5          59.8

08          1        2572.3
08          2        1375.9

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1375.9
01          4        2632.1
01          5        2004.0
01          6        2632.1

02          1        1375.9
02          2        1944.2

03          1        1944.2
03          2        1375.9

04          1        2002.0
04          2        1942.2

05          1        1942.2
05          2        1314.7

06          1        1316.1
06          2        2572.3

07          1        1377.2
07          2        2634.7
07          3        2574.9
07          4        1377.2
07          5          59.9

08          1        2634.7
08          2        1377.2

datapath   port   port-speed(B/s)
01          1          59.5
01          2          59.5
01          3        1369.0
01          4        2619.0
01          5        1934.5
01          6        2619.0

02          1        1373.1
02          2        2000.0

03          1        1994.0
03          2        1369.0

04          1        1940.3
04          2        1940.3

05          1        1940.3
05          2        1373.1

06          1        1373.1
06          2        2626.9

07          1        1373.1
07          2        2626.9
07          3        2626.9
07          4        1373.1
07          5          59.7

08          1        2629.5
08          2        1374.5

datapath   port   port-speed(B/s)
01          1          60.0
01          2          60.0
01          3        1380.0
01          4        2580.0
01          5        2010.0
01          6        2640.0

02          1        1377.2
02          2        2006.0

03          1        2008.0
03          2        1318.7

04          1        2006.0
04          2        2006.0

05          1        2006.0
05          2        1317.4

06          1        1316.1
06          2        2632.1

07          1        1314.7
07          2        2567.2
07          3        2626.9
07          4        1314.7
07          5          59.8

08          1        2626.9
08          2        1313.4

datapath   port   port-speed(B/s)
01          1           0.0
01          2           0.0
01          3        1317.4
01          4        2634.7
01          5        2006.0
01          6        2634.7

02          1        1316.1
02          2        2073.8

03          1        2077.9
03          2        1378.6

04          1        2006.0
04          2        2004.0

05          1        2004.0
05          2        1375.9

06          1        1377.2
06          2        2634.7

07          1        1378.6
07          2        2640.0
07          3        2640.0
07          4        1378.6
07          5          59.9

08          1        2640.0
08          2        1378.6

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1375.9
01          4        2634.7
01          5        2004.0
01          6        2632.1

02          1        1377.2
02          2        2006.0

03          1        2004.0
03          2        1375.9

04          1        2004.0
04          2        2006.0

05          1        2006.0
05          2        1377.2

06          1        1375.9
06          2        2572.3

07          1        1375.9
07          2        2632.1
07          3        2572.3
07          4        1316.1
07          5           0.0

08          1        2626.9
08          2        1314.7

datapath   port   port-speed(B/s)
01          1          60.0
01          2          60.0
01          3        1380.0
01          4        2637.4
01          5        2010.0
01          6        2580.0

02          1        1380.0
02          2        1950.0

03          1        1950.0
03          2        1320.0

04          1        2012.0
04          2        2012.0

05          1        2012.0
05          2        1381.4

06          1        1382.8
06          2        2645.3

07          1        1321.3
07          2        2642.6
07          3        2642.6
07          4        1381.4
07          5          60.1

08          1        2585.2
08          2        1382.8

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1314.7
01          4        2569.7
01          5        1942.2
01          6        2629.5

02          1        1313.4
02          2        2000.0

03          1        2002.0
03          2        1374.5

04          1        1940.3
04          2        2000.0

05          1        2000.0
05          2        1371.8

06          1        1371.8
06          2        2624.3

07          1        1373.1
07          2        2567.2
07          3        2626.9
07          4        1373.1
07          5          59.7

08          1        2629.5
08          2        1374.5

datapath   port   port-speed(B/s)
01          1          59.9
01          2          59.9
01          3        1377.2
01          4        2634.7
01          5        2006.0
01          6        2574.9

02          1        1377.2
02          2        2006.0

03          1        2004.0
03          2        1375.9

04          1        2004.0
04          2        2004.0

05          1        2004.0
05          2        1317.4

06          1        1316.1
06          2        2572.3

07          1        1375.9
07          2        2632.1
07          3        2572.3
07          4        1375.9
07          5          59.8

08          1        2572.3
08          2        1375.9

datapath   port   port-speed(B/s)
01          1          59.8
01          2          59.8
01          3        1375.9
01          4        2632.1
01          5        1944.2
01          6        2569.3

02          1        1375.9
02          2        1944.2

03          1        1944.2
03          2        1313.1

04          1        1944.2
04          2        1944.2

05          1        1944.2
05          2        1375.9

06          1        1375.9
06          2        2632.1

07          1        1313.1
07          2        2632.1
07          3        2632.1
07          4        1375.9
07          5          59.8

08          1        2569.3
08          2        1375.9

datapath   port   port-speed(B/s)
01          1          59.9
01          2          59.9
