datapath   port   port-speed(B/s)

datapath   port   port-speed(B/s)
01          1        9523.4
01          2          59.8
01          3        6966.1
01          4        2506.5
01          5        2632.1
01          6        2632.1

02          1        7028.9
02          2        6338.0

03          1        6407.2
03          2        5718.6

04          1        2634.7
04          2        2006.0

05          1        2006.0
05          2        1948.1

06          1        1946.1
06          2        1946.1

07          1        5718.6
07          2        2634.7
07          3        1946.1
07          4        2006.0
07          5          59.9

08          1        2634.7
08          2        1941.2

datapath   port   port-speed(B/s)
01          1        9523.4
01          2          59.8
01          3        7028.9
01          4        2572.3
01          5        2632.1
01          6        2572.3

02          1        6966.1
02          2        6271.9

03          1        6322.1
03          2        5755.5

04          1        2629.5
04          2        2002.0

05          1        2002.0
05          2        2002.0

06          1        2002.0
06          2        2002.0

07          1        5755.5
07          2        2564.6
07          3        1998.0
07          4        1935.4
07          5          59.6

08          1        2564.6
08          2        2000.0

datapath   port   port-speed(B/s)
01          1        9476.2
01          2          59.5
01          3        6934.5
01          4        2681.5
01          5        2559.5
01          6        2619.0

02          1        6969.1
02          2        6407.2

03          1        6381.7
03          2        5755.5

04          1        2562.1
04          2        1936.4

05          1        1936.4
05          2        1996.0

06          1        1996.0
06          2        1996.0

07          1        5755.5
07          2        2561.6
07          3        1998.0
07          4        1998.0
07          5          59.6

08          1        2621.6
08          2        1996.0

datapath   port   port-speed(B/s)
01          1        9594.0
01          2          60.0
01          3        7092.0
01          4        2577.0
01          5        2640.0
01          6        2640.0

02          1        7063.7
02          2        6429.9

03          1        6392.6
03          2        5784.2

04          1        2640.0
04          2        1950.0

05          1        1950.0
05          2        2010.0

06          1        2010.0
06          2        1950.0

07          1        5784.2
07          2        2574.4
07          3        1948.1
07          4        1948.1
07          5          59.9

08          1        2640.0
08          2        1950.0

datapath   port   port-speed(B/s)
01          1        9798.6
01          2          59.8
01          3        7301.1
01          4        2572.3
01          5        2632.1
01          6        2569.3

02          1        7312.9
02          2        6695.7

03          1        6709.0
03          2        6125.1

04          1        2613.9
04          2        1990.1

05          1        1990.1
05          2        1990.1

06          1        1992.1
06          2        1992.1

07          1        6125.1
07          2        2562.1
07          3        1996.0
07          4        1936.4
07          5         337.6

08          1        2613.9
08          2        1930.7

datapath   port   port-speed(B/s)
01          1        9709.2
01          2           0.0
01          3        7217.1
01          4        2629.5
01          5        2569.7
01          6        2566.7

02          1        7197.4
02          2        6503.0

03          1        6496.5
03          2        5767.8

04          1        2585.2
04          2        2014.0

05          1        2014.0
05          2        2012.0

06          1        2012.0
06          2        2012.0

07          1        5767.8
07          2        2642.6
07          3        2012.0
07          4        2012.0
07          5         196.2

08          1        2645.3
08          2        2014.0

datapath   port   port-speed(B/s)
01          1        9621.1
01          2          59.8
01          3        7126.6
01          4        2632.1
01          5        2632.1
01          6        2632.1

02          1        7133.7
02          2        6375.9

03          1        6369.5
03          2        5902.4

04          1        2634.7
04          2        2006.0

05          1        2006.0
05          2        1948.1

06          1        1946.1
06          2        2006.0

07          1        5902.4
07          2        2629.5
07          3        2002.0
07          4        2002.0
07          5         255.0

08          1        2509.0
08          2        2006.0

datapath   port   port-speed(B/s)
01          1        9335.0
01          2          59.8
01          3        6969.1
01          4        2632.1
01          5        2632.1
01          6        2572.3

02          1        6962.2
02          2        6400.8

03          1        6407.2
03          2        5778.4

04          1        2629.5
04          2        2002.0

05          1        2002.0
05          2        1940.3

06          1        1942.2
06          2        1939.2

07          1        5778.4
07          2        2634.7
07          3        1943.1
07          4        2006.0
07          5          59.9

08          1        2574.9
08          2        2006.0

datapath   port   port-speed(B/s)
01          1        9677.0
01          2         339.0
01          3        6966.1
01          4        2632.1
01          5        2569.3
01          6        2572.3

02          1        7028.9
02          2        6400.8

03          1        6400.8
03          2        5650.0

04          1        2569.3
04          2        2004.0

05          1        2004.0
05          2        1943.1

06          1        1941.2
06          2        1944.2

07          1        5712.9
07          2        2632.1
07          3        1944.2
07          4        2004.0
07          5          59.8

08          1        2567.2
08          2        2000.0

datapath   port   port-speed(B/s)
01          1        9802.6
01          2         255.2
01          3        6990.0
01          4        2572.3
01          5        2632.1
01          6        2632.1

02          1        6927.2
02          2        6361.9

03          1        6361.9
03          2        5793.6

04          1        2632.1
04          2        2004.0

05          1        2004.0
05          2        2004.0

06          1        2004.0
06          2        1941.2

07          1        5730.8
07          2        2572.3
07          3        1941.2
07          4        2004.0
07          5         143.6

08          1        2637.4
08          2        2008.0

datapath   port   port-speed(B/s)
01          1        9460.6
01          2          59.8
01          3        7028.9
01          4        2632.1
01          5        2572.3
01          6        2632.1

02          1        7028.9
02          2        6400.8

03          1        6400.8
03          2        5772.7

04          1        2572.3
04          2        1944.2

05          1        1944.2
05          2        2004.0

06          1        2004.0
06          2        1944.2

07          1        5772.7
07          2        2632.1
07          3        1944.2
07          4        2004.0
07          5          59.8

08          1        2626.9
08          2        2000.0

datapath   port   port-speed(B/s)
01          1        9504.5
01          2          59.7
01          3        6889.6
01          4        2569.7
01          5        2626.9
01          6        2629.5

02          1        7014.9
02          2        6388.1

03          1        6394.4
03          2        5704.2

04          1        2629.5
04          2        1942.2

05          1        1940.3
05          2        2000.0

06          1        2002.0
06          2        2002.0

07          1        5766.9
07          2        2569.7
07          3        2002.0
07          4        1942.2
07          5          59.8

08          1        2634.7
08          2        1946.1

datapath   port   port-speed(B/s)
01          1        9338.0
01          2           0.0
01          3        7028.9
01          4        2632.1
01          5        2632.1
01          6        2629.5

02          1        6903.3
02          2        6338.0

03          1        6338.0
03          2        5772.7

04          1        2632.1
04          2        1941.2

05          1        1941.2
05          2        2004.0

06          1        2004.0
06          2        2004.0

07          1        5709.9
07          2        2632.1
07          3        2004.0
07          4        1944.2
07          5          59.8

08          1        2632.1
08          2        1944.2

datapath   port   port-speed(B/s)
01          1      353826.5
01          2         143.6
01          3      318020.9
01          4        2632.1
01          5        2572.3
01          6        2569.3

02          1      318020.9
02          2      284231.3

03          1      284231.3
03          2      248928.2

04          1        2572.3
04          2        2004.0

05          1        2004.0
05          2        1944.2

06          1        1944.2
06          2        2004.0

07          1      250435.7
07          2        2632.1
07          3        2004.0
07          4        2004.0
07          5      231158.5

08          1        2569.3
08          2        2004.0

datapath   port   port-speed(B/s)
01          1      685194.8
01          2          59.9
01          3      681124.9
01          4        2634.7
01          5        2448.6
01          6        2514.5

02          1      681124.9
02          2      680681.3

03          1      680002.0
03          2      680696.6

04          1        2448.6
04          2        1945.1

05          1        1947.0
05          2        1884.0

06          1        1884.0
06          2        2008.0

07          1      679866.1
07          2        2637.4
07          3        2008.0
07          4        2008.0
07          5      674327.7

08          1        2512.0
08          2        2006.0

datapath   port   port-speed(B/s)
01          1      682467.7
01          2          59.7
01          3      681608.0
01          4        2629.5
01          5        2626.9
01          6        2569.7

02          1      682286.9
02          2      681596.6

03          1      680918.4
03          2      680294.5

04          1        2629.5
04          2        1939.2

05          1        1935.4
05          2        1938.4

06          1        1936.4
06          2        1938.4

07          1      679618.3
07          2        2624.3
07          3        1938.4
07          4        1935.4
07          5      675485.1

08          1        2567.2
08          2        1937.3

datapath   port   port-speed(B/s)
01          1      685461.6
01          2          59.8
01          3      681274.2
01          4        2569.7
01          5        2632.1
01          6        2629.5

02          1      682101.6
02          2      680093.6

03          1      681451.1
03          2      680819.4

04          1        2626.9
04          2        2000.0

05          1        2004.0
05          2        2004.0

06          1        2006.0
06          2        2006.0

07          1      680819.4
07          2        2574.9
07          3        2006.0
07          4        2006.0
07          5      673654.7

08          1        2632.1
08          2        2004.0

datapath   port   port-speed(B/s)
01          1      684431.0
01          2          60.0
01          3      681992.0
01          4        2577.0
01          5        2580.0
01          6        2640.0

02          1      681161.2
02          2      681917.9

03          1      681236.0
03          2      680732.0

04          1        2582.6
04          2        1952.0

05          1        1952.0
05          2        2012.0

06          1        2012.0
06          2        1888.9

07          1      681413.4
07          2        2642.6
07          3        1888.9
07          4        2012.0
07          5      675677.7

08          1        2642.6
08          2        2012.0

datapath   port   port-speed(B/s)
01          1      683335.7
01          2          59.8
01          3      682286.9
01          4        2569.7
01          5        2629.5
01          6        2629.5

02          1      681608.0
02          2      681043.8

03          1      681043.8
03          2      680354.2

04          1        2626.9
04          2        1940.3

05          1        1940.3
05          2        2000.0

06          1        2000.0
06          2        2000.0

07          1      680504.5
07          2        2562.1
07          3        1996.0
07          4        1936.4
07          5      674814.3

08          1        2621.6
08          2        1936.4

datapath   port   port-speed(B/s)
01          1      683975.1
01          2           0.0
01          3      681608.0
01          4        2626.9
01          5        2626.9
01          6        2626.9

02          1      681608.0
02          2      680981.1

03          1      680981.1
03          2      680354.2

04          1        2634.7
04          2        2006.0

05          1        2006.0
05          2        2006.0

06          1        2004.0
06          2        2004.0

07          1      680732.0
07          2        2514.0
07          3        2010.0
07          4        1950.0
07          5      675002.0

08          1        2632.1
08          2        1944.2

datapath   port   port-speed(B/s)
01          1       62221.6
01          2          59.9
01          3       93047.9
01          4        2448.6
01          5        2574.9
01          6        2637.4

02          1       93140.9
02          2      125556.4

03          1      125368.9
03          2      158027.9

04          1        2569.7
04          2        2002.0

05          1        2002.0
05          2        2002.0

06          1        2004.0
06          2        2004.0

07          1      159059.6
07          2        2624.3
07          3        1998.0
07          4        1998.0
07          5      166831.0

08          1        2632.1
08          2        2004.0

datapath   port   port-speed(B/s)
01          1        9542.5
01          2          59.9
01          3        7043.0
01          4        2634.7
01          5        2707.3
01          6        2574.9

02          1        7035.9
02          2        6344.3

03          1        6294.0
03          2        5730.0

04          1        2707.3
04          2        2008.0

05          1        2008.0
05          2        1948.1

06          1        1946.1
06          2        2006.0

07          1        5730.0
07          2        2514.0
07          3        2010.0
07          4        1884.0
07          5          60.0

08          1        2580.0
08          2        1884.0

datapath   port   port-speed(B/s)
01          1        9453.3
01          2          59.6
01          3        6948.3
01          4        2626.9
01          5        2624.3
01          6        2624.3

02          1        6969.1
02          2        6400.8

03          1        6388.1
03          2        5701.5

04          1        2632.1
04          2        2004.0

05          1        2002.0
05          2        1942.2

06          1        1944.2
06          2        2004.0

07          1        5695.8
07          2        2624.3
07          3        1998.0
07          4        1998.0
07          5          59.6

08          1        2626.9
08          2        2000.0

datapath   port   port-speed(B/s)
01          1        9523.4
01          2          59.8
01          3        7028.9
01          4        2569.7
01          5        2632.1
01          6        2572.3

02          1        7008.0
02          2        6322.1

03          1        6334.7
03          2        5766.9

04          1        2621.6
04          2        1996.0

05          1        1998.0
05          2        1998.0

06          1        1996.0
06          2        1936.4

07          1        5761.2
07          2        2564.6
07          3        1938.4
07          4        1998.0
07          5          59.6

08          1        2564.6
08          2        1998.0

datapath   port   port-speed(B/s)
01          1        9523.4
01          2          59.8
01          3        6969.1
01          4        2632.1
01          5        2572.3
01          6        2632.1

02          1        6969.1
02          2        6338.0

03          1        6344.3
03          2        5778.4

04          1        2574.9
04          2        1944.2

05          1        1944.2
05          2        2004.0

06          1        2006.0
06          2        2006.0

07          1        5784.2
07          2        2640.0
07          3        2010.0
07          4        2010.0
07          5          60.0

08          1        2632.1
08          2        2004.0

datapath   port   port-speed(B/s)
01          1        9397.8
01          2          59.8
01          3        7028.9
01          4        2632.1
01          5        2632.1
01          6        2632.1

02          1        7028.9
02          2        6400.8

03          1        6400.8
03          2        5772.7

04          1        2632.1
04          2        1946.1

05          1        1944.2
05          2        2004.0

06          1        2002.0
06          2        1942.2

07          1        5761.2
07          2        2626.9
07          3        1940.3
07          4        1940.3
07          5          59.7

08          1        2632.1
08          2        1944.2

datapath   port   port-speed(B/s)
01          1        9347.3
01          2          59.9
01          3        6784.4
01          4        2574.9
01          5        2634.7
01          6        2634.7

02          1        6847.3
02          2        6344.3

03          1        6338.0
03          2        5654.0

04          1        2632.1
04          2        2004.0

05          1        2006.0
05          2        2004.0

06          1        2006.0
06          2        2006.0

07          1        5728.3
07          2        2577.4
07          3        2008.0
07          4        1948.1
07          5          59.9

08          1        2640.0
08          2        1950.0

datapath   port   port-speed(B/s)
01          1        9353.6
01          2           0.0
01          3        6980.0
01          4        2637.4
01          5        2577.4
01          6        2511.5

02          1        6924.0
02          2        6297.0

03          1        6297.0
03          2        5727.0

04          1        2580.0
04          2        2010.0

05          1        2010.0
05          2        2012.0

06          1        2012.0
06          2        2012.0

07          1        5669.7
07          2        2640.0
07          3        2010.0
07          4        2012.0
07          5           0.0

08          1        2514.0
08          2        2010.0

datapath   port   port-speed(B/s)
01          1        9484.2
01          2          57.3
01          3        6914.0
01          4        2521.5
01          5        2521.5
01          6        2641.8

02          1        6900.9
02          2        6360.3

03          1        6366.4
03          2        5768.1

04          1        2514.3
04          2        1912.5

05          1        1912.5
05          2        1855.4

06          1        1864.2
06          2        1921.6

07          1        5762.6
07          2        2519.1
07          3        1917.9
07          4        1916.1
07          5          57.3

08          1        2639.3
08          2        1917.9

datapath   port   port-speed(B/s)
01          1        9405.4
01          2          62.4
01          3        6873.2
01          4        2744.3
01          5        2482.3
01          6        2485.4

02          1        6894.7
02          2        6300.3

03          1        6280.7
03          2        5432.4

04          1        2490.1
04          2        1900.8

05          1        1900.8
05          2        1838.2

06          1        1826.8
06          2        1954.4

07          1        5426.8
07          2        2741.4
07          3        1956.4
07          4        2021.8
07          5          62.3

08          1        2482.9
08          2        2021.8

datapath   port   port-speed(B/s)
01          1        9441.8
01          2          59.7
01          3        7014.9
01          4        2636.8
01          5        2626.9
01          6        2567.2

02          1        7001.0
02          2        6385.3

03          1        6417.2
03          2        5778.4

04          1        2626.9
04          2        2000.0

05          1        2000.0
05          2        2000.0

06          1        2000.0
06          2        1940.3

07          1        5784.2
07          2        2647.4
07          3        1948.1
07          4        2008.0
07          5          59.9

08          1        2572.3
08          2        2004.0

datapath   port   port-speed(B/s)
01          1        9561.6
01          2          60.1
01          3        6870.9
01          4        2642.6
01          5        2582.6
01          6        2579.6

02          1        6870.9
02          2        6363.4

03          1        6350.6
03          2        5721.3

04          1        2582.6
04          2        1952.0

05          1        1952.0
05          2        2012.0

06          1        2014.0
06          2        2014.0

07          1        5721.3
07          2        2637.4
07          3        2008.0
07          4        2008.0
07          5          59.9

08          1        2577.0
08          2        2010.0

datapath   port   port-speed(B/s)
01          1        9504.5
01          2          59.7
01          3        7014.9
01          4        2626.9
01          5        2626.9
01          6        2626.9

02          1        7014.9
02          2        6388.1

03          1        6388.1
03          2        5761.2

04          1        2626.9
04          2        1938.4

05          1        1938.4
05          2        2067.6

06          1        2067.6
06          2        1938.4

07          1        5761.2
07          2        2626.9
07          3        1940.3
07          4        1940.3
07          5         129.4

08          1        2629.5
08          2        1942.2

datapath   port   port-speed(B/s)
01          1        9275.2
01          2           0.0
01          3        7028.9
01          4        2572.3
01          5        2632.1
01          6        2632.1

02          1        7028.9
02          2        6338.0

03          1        6338.0
03          2        5772.7

04          1        2629.5
04          2        2004.0

05          1        2004.0
05          2        2004.0

06          1        2004.0
06          2        2004.0

07          1        5772.7
07          2        2572.3
07          3        2004.0
07          4        1944.2
07          5          59.8

08          1        2629.5
08          2        1942.2

datapath   port   port-speed(B/s)
01          1        9146.6
01          2          59.8
01          3        6777.7
01          4        2632.1
01          5        2572.3
01          6        2506.5

02          1        6777.7
02          2        6215.4

03          1        6209.2
03          2        5648.4

04          1        2572.3
04          2        2004.0

05          1        2004.0
05          2        2004.0

06          1        2002.0
06          2        2002.0

07          1        5648.4
07          2        2629.5
07          3        2002.0
07          4        2002.0
07          5          69.7

08          1        2506.5
08          2        2004.0

datapath   port   port-speed(B/s)
01          1        9523.4
01          2          59.8
01          3        6969.1
01          4        2632.1
01          5        2632.1
01          6        2509.5

02          1        6976.0
02          2        6338.0

03          1        6281.4
03          2        5718.6

04          1        2634.7
04          2        2006.0

05          1        2006.0
05          2        1946.1

06          1        1946.1
06          2        1943.1

07          1        5718.6
07          2        2634.7
07          3        1943.1
07          4        2006.0
07          5          59.9

08          1        2512.0
08          2        2006.0

datapath   port   port-speed(B/s)
01          1        9542.5
01          2          59.9
01          3        6980.0
01          4        2511.5
01          5        2574.4
01          6        2637.4

02          1        6973.1
02          2        6224.8

03          1        6224.8
03          2        5661.3

04          1        2574.4
04          2        1945.1

05          1        1945.1
05          2        1885.1

06          1        1887.0
06          2        1894.0

07          1        5661.3
07          2        2511.5
07          3        1892.1
07          4        1945.1
07          5          59.9

08          1        2637.4
08          2        1945.1

datapath   port   port-speed(B/s)
01          1        9542.5
01          2          59.9
01          3        7043.0
01          4        2451.5
01          5        2637.4
01          6        2577.4

02          1        7050.0
02          2        6234.0

03          1        6290.7
03          2        5784.2

04          1        2637.4
04          2        2008.0

05          1        2008.0
05          2        2008.0

06          1        2008.0
06          2        2008.0

07          1        5784.2
07          2        2451.5
07          3        2008.0
07          4        1945.1
07          5          59.9

08          1        2577.4
08          2        1945.1

datapath   port   port-speed(B/s)
01          1        9344.3
01          2         129.7
01          3        6976.0
01          4        2704.6
01          5        2449.1
01          6        2634.7

02          1        6976.0
02          2        6407.2

03          1        6400.8
03          2        5772.7

04          1        2512.0
04          2        1883.2

05          1        1883.2
05          2        1943.1

06          1        1943.1
06          2        2006.0

07          1        5778.4
07          2        2704.6
07          3        2006.0
07          4        2006.0
07          5          59.9

08          1        2632.1
08          2        2004.0

datapath   port   port-speed(B/s)
01          1        9316.4
01          2          59.7
01          3        7014.9
01          4        2626.9
01          5        2564.2
01          6        2626.9

02          1        7008.0
02          2        6381.7

03          1        6394.4
03          2        5766.9

04          1        2561.6
04          2        1938.4

05          1        1938.4
05          2        1998.0

06          1        1998.0
06          2        1938.4

07          1        5761.2
07          2        2626.9
07          3        1940.3
07          4        1940.3
07          5          59.7

08          1        2621.6
08          2        1936.4

datapath   port   port-speed(B/s)
01          1        9473.1
01          2           0.0
01          3        6973.1
01          4        2574.9
01          5        2634.7
01          6        2704.6

02          1        6973.1
02          2        6344.3

03          1        6338.0
03          2        5709.9

04          1        2571.9
04          2        2006.0

05          1        2004.0
05          2        2004.0

06          1        2004.0
06          2        2073.8

07          1        5709.9
07          2        2572.3
07          3        2073.8
07          4        1944.2
07          5          59.8

08          1        2710.0
08          2        1950.0

datapath   port   port-speed(B/s)
01          1        9451.2
01          2          59.8
01          3        6770.9
01          4        2632.1
01          5        2569.7
01          6        2632.1

02          1        6777.7
02          2        6341.0

03          1        6341.0
03          2        5521.4

04          1        2572.3
04          2        1941.2

05          1        1943.1
05          2        1943.1

06          1        1941.2
06          2        2004.0

07          1        5521.4
07          2        2632.1
07          3        2004.0
07          4        1941.2
07          5           0.0

08          1        2626.9
08          2        1937.3

datapath   port   port-speed(B/s)
01          1        9495.0
01          2          59.6
01          3        7008.0
01          4        2621.6
01          5        2624.3
01          6        2562.1

02          1        7021.9
02          2        6464.1

03          1        6451.3
03          2        5695.8

04          1        2629.5
04          2        2071.7

05          1        2071.7
05          2        2012.0

06          1        2012.0
06          2        2002.0

07          1        5712.9
07          2        2629.5
07          3        2002.0
07          4        2141.4
07          5          59.8

08          1        2574.9
08          2        2145.7

datapath   port   port-speed(B/s)
01          1        9659.0
01          2          60.0
01          3        7097.0
01          4        2854.0
01          5        2640.0
01          6        2854.0

02          1        7075.8
02          2        6507.5

03          1        6520.5
03          2        5831.2

04          1        2632.1
04          2        2110.7

05          1        2110.7
05          2        2157.5

06          1        2157.5
06          2        2110.7

07          1        5819.5
07          2        2845.5
07          3        2110.7
07          4        2004.0
07          5          59.8

08          1        2839.8
08          2        2000.0

datapath   port   port-speed(B/s)
01          1        9573.4
01          2         165.7
01          3        7100.2
01          4        2559.5
01          5        2831.3
01          6        2559.5

02          1        7100.2
02          2        6475.2

03          1        6468.8
03          2        5844.4

04          1        2848.3
04          2        2112.8

05          1        2102.3
05          2        1996.0

06          1        1996.0
06          2        2042.7

07          1        5838.6
07          2        2654.1
07          3        2038.7
07          4        2204.2
07          5         165.5

08          1        2562.1
08          2        2208.5

datapath   port   port-speed(B/s)
01          1        9454.4
01          2          60.2
01          3        6884.7
01          4        2746.2
01          5        2647.9
01          6        2584.8

02          1        6884.7
02          2        6379.1

03          1        6385.5
03          2        5813.3

04          1        2634.7
04          2        1946.1

05          1        1955.9
05          2        2016.0

06          1        2018.1
06          2        2018.1

07          1        5819.1
07          2        2653.3
07          3        2020.1
07          4        2020.1
07          5          60.3

08          1        2587.3
08          2        2018.1

datapath   port   port-speed(B/s)
01          1        9592.4
01          2          59.6
01          3        7008.0
01          4        2724.4
01          5        2564.6
01          6        2624.3

02          1        7014.9
02          2        6388.1

03          1        6381.7
03          2        5755.5

04          1        2567.2
04          2        1998.0

05          1        1996.0
05          2        1996.0

06          1        2004.0
06          2        1944.2

07          1        5755.5
07          2        2719.0
07          3        1936.4
07          4        1938.4
07          5          59.6

08          1        2621.6
08          2        1936.4

datapath   port   port-speed(B/s)
01          1        9621.1
01          2          59.8
01          3        7028.9
01          4        2667.3
01          5        2632.1
01          6        2632.1

02          1        7021.9
02          2        6394.4

03          1        6400.8
03          2        5709.9

04          1        2626.9
04          2        1942.2

05          1        1944.2
05          2        2004.0

06          1        1994.0
06          2        1994.0

07          1        5704.2
07          2        2670.0
07          3        2004.0
07          4        1942.2
07          5          59.8

08          1        2634.7
08          2        1946.1

datapath   port   port-speed(B/s)
01          1        9551.8
01          2           0.0
01          3        7021.9
01          4        2727.1
01          5        2569.7
01          6        2629.5

02          1        7021.9
02          2        6394.4

03          1        6400.8
03          2        5772.7

04          1        2569.7
04          2        2002.0

05          1        2002.0
05          2        2002.0

06          1        2002.0
06          2        2002.0

07          1        5772.7
07          2        2729.8
07          3        2004.0
07          4        2004.0
07          5           0.0

08          1        2629.5
08          2        2002.0

datapath   port   port-speed(B/s)
01          1        9609.8
01          2          59.9
01          3        7035.9
01          4        2732.5
01          5        2634.7
01          6        2634.7

02          1        7035.9
02          2        6284.4

03          1        6284.4
03          2        5718.6

04          1        2634.7
04          2        2006.0

05          1        2006.0
05          2        1946.1

06          1        1948.1
06          2        2008.0

07          1        5718.6
07          2        2732.5
07          3        2006.0
07          4        2006.0
07          5          59.9

08          1        2634.7
08          2        2006.0

datapath   port   port-speed(B/s)
01          1        9524.0
01          2         130.0
01          3        7004.0
01          4        2780.0
01          5        2640.0
01          6        2580.0

02          1        7004.0
02          2        6357.0

03          1        6357.0
03          2        5727.0

04          1        2642.6
04          2        2012.0

05          1        2012.0
05          2        1952.0

06          1        1952.0
06          2        2012.0

07          1        5727.0
07          2        2780.0
07          3        2010.0
07          4        2010.0
07          5          60.0

08          1        2580.0
08          2        2010.0

datapath   port   port-speed(B/s)
01          1        9663.0
01          2          59.8
01          3        6966.1
01          4        2771.7
01          5        2632.1
01          6        2446.7

02          1        6966.1
02          2        6338.0

03          1        6338.0
03          2        5650.0

04          1        2632.1
04          2        2004.0

05          1        2004.0
05          2        2004.0

06          1        2004.0
06          2        1944.2

07          1        5650.0
07          2        2771.7
07          3        1944.2
07          4        2004.0
07          5          59.8

08          1        2449.1
08          2        2004.0

datapath   port   port-speed(B/s)
01          1        9742.5
01          2          59.9
01          3        6976.0
01          4        2714.6
01          5        2634.7
01          6        2634.7

02          1        6983.0
02          2        6353.6

03          1        6347.3
03          2        5778.4

04          1        2634.7
04          2        2006.0

05          1        2006.0
05          2        2006.0

06          1        2006.0
06          2        2006.0

07          1        5778.4
07          2        2714.6
07          3        2006.0
07          4        2006.0
07          5          59.9

08          1        2634.7
08          2        2008.0

datapath   port   port-speed(B/s)
01          1        9502.5
01          2          59.8
01          3        7028.9
01          4        2548.4
01          5        2509.5
01          6        2632.1

02          1        7014.9
02          2        6200.0

03          1        6206.2
03          2        5766.9

04          1        2507.0
04          2        1942.2

05          1        1940.3
05          2        1937.3

06          1        1937.3
06          2        1814.9

07          1        5766.9
07          2        2545.8
07          3        1754.0
07          4        2002.0
07          5          59.8

08          1        2629.5
08          2        2002.0

datapath   port   port-speed(B/s)
01          1        9546.3
01          2          59.7
01          3        7014.9
01          4        2611.6
01          5        2696.5
01          6        2699.2

02          1        7021.9
02          2        6457.2

03          1        6394.4
03          2        5766.9

04          1        2699.2
04          2        1942.2

05          1        1942.2
05          2        2002.0

06          1        2002.0
06          2        2002.0

07          1        5766.9
07          2        2611.6
07          3        2002.0
07          4        1882.5
07          5          59.8

08          1        2699.2
08          2        1882.5

datapath   port   port-speed(B/s)
01          1        9723.0
01          2           0.0
01          3        6735.0
01          4        3182.8
01          5        2580.0
01          6        2574.4

02          1        6741.7
02          2        5858.9

03          1        5916.0
03          2        5160.0

04          1        2580.0
04          2        1947.0

05          1        1948.9
05          2        2012.0

06          1        2012.0
06          2        1948.9

07          1        5160.0
07          2        3186.0
07          3        2010.0
07          4        1884.0
07          5          60.0

08          1        2577.0
08          2        1884.0

datapath   port   port-speed(B/s)
01          1        9513.9
01          2          59.8
01          3        3884.5
01          4        5766.9
01          5        2629.5
01          6        2629.5

02          1        3884.5
02          2        3197.2

03          1        3197.2
03          2        2629.5

04          1        2629.5
04          2        2002.0

05          1        2002.0
05          2        1942.2

06          1        1942.2
06          2        2002.0

07          1        2629.5
07          2        5766.9
07          3        2002.0
07          4        2002.0
07          5           0.0

08          1        2629.5
08          2        2002.0

datapath   port   port-speed(B/s)
01          1        9822.2
01          2          59.9
01          3        3836.2
01          4        6063.9
01          5        2637.4
01          6        2577.4

02          1        3836.2
02          2        3266.7

03          1        3263.5
03          2        2574.9

04          1        2640.0
04          2        1947.0

05          1        1947.0
05          2        2010.0

06          1        2008.0
06          2        2008.0

07          1        2577.4
07          2        6063.9
07          3        2008.0
07          4        2008.0
07          5         339.7

08          1        2574.9
08          2        2006.0

datapath   port   port-speed(B/s)
01          1        9769.2
01          2          59.7
01          3        3880.6
01          4        5956.2
01          5        2626.9
01          6        2567.2

02          1        3880.6
02          2        3253.7

03          1        3253.7
03          2        2567.2

04          1        2624.3
04          2        1998.0

05          1        1996.0
05          2        1936.4

06          1        1938.4
06          2        1938.4

07          1        2572.3
07          2        5968.1
07          3        1944.2
07          4        2004.0
07          5         255.2

08          1        2564.6
08          2        1998.0

datapath   port   port-speed(B/s)
01          1        9438.7
01          2          59.3
01          3        3794.5
01          4        5662.1
01          5        2608.7
01          6        2608.7

02          1        3794.5
02          2        3171.9

03          1        3171.9
03          2        2608.7

04          1        2611.3
04          2        2050.4

05          1        2052.5
05          2        1990.1

06          1        1988.1
06          2        1988.1

07          1        2621.6
07          2        5690.2
07          3        1996.0
07          4        1996.0
07          5          59.6

08          1        2673.6
08          2        1988.1

datapath   port   port-speed(B/s)
01          1        9460.6
01          2          59.8
01          3        3888.3
01          4        5772.7
01          5        2572.3
01          6        2632.1

02          1        3884.5
02          2        3257.0

03          1        3263.5
03          2        2634.7

04          1        2569.7
04          2        1942.2

05          1        1940.3
05          2        2000.0

06          1        2002.0
06          2        1942.2

07          1        2632.1
07          2        5772.7
07          3        1944.2
07          4        2004.0
07          5          59.8

08          1        2569.3
08          2        2004.0

