datapath   port   port-speed(B/s)
05          1      247627.5
05          2      243807.0

06          1      243807.0
06          2      246067.7

07          1        1310.8
07          2        1370.4
07          3      245578.9
07          4      637936.4
07          5      880520.4

08          1      640323.7
08          2      638893.3

datapath   port   port-speed(B/s)
01          1      887772.7
01          2          59.8
01          3        2569.3
01          4        1316.1
01          5      248251.2
01          6      640982.1

02          1        2569.3
02          2        1941.2

03          1        1941.2
03          2        1375.9

04          1      248004.0
04          2      246119.5

05          1      246119.5
05          2      248630.1

06          1      248630.1
06          2      245108.7

07          1        1378.6
07          2        1318.7
07          3      245598.4
07          4      641918.1
07          5      879954.0

08          1      639303.7
08          2      638321.4

datapath   port   port-speed(B/s)
01          1      892878.5
01          2          59.8
01          3        2569.7
01          4        1314.7
01          5      225520.9
01          6      638859.6

02          1        2569.7
02          2        2002.0

03          1        2002.0
03          2        1374.5

04          1      225520.9
04          2      229866.5

05          1      229866.5
05          2      235199.2

06          1      234965.2
06          2      243180.1

07          1        1374.5
07          2        1314.7
07          3      243422.3
07          4      636661.4
07          5      881352.6

08          1      638146.3
08          2      639548.8

datapath   port   port-speed(B/s)
01          1      667939.2
01          2          59.8
01          3        2572.3
01          4        1375.9
01          5        3137.6
01          6      628104.7

02          1        2572.3
02          2        1941.2

03          1        1941.2
03          2        1375.9

04          1        3137.6
04          2        2632.1

05          1        2632.1
05          2        2004.0

06          1        2004.0
06          2        1375.9

07          1        1375.9
07          2        1374.5
07          3        1374.5
07          4      628198.2
07          5      626362.5

08          1      628104.7
08          2      628824.5

datapath   port   port-speed(B/s)
01          1      653669.0
01          2          59.8
01          3        2632.1
01          4        1375.9
01          5        3260.2
01          6      630265.2

02          1        2632.1
02          2        1944.2

03          1        1942.2
03          2        1374.5

04          1        3260.2
04          2        2569.3

05          1        2632.1
05          2        2004.0

06          1        2004.0
06          2        1375.9

07          1        1375.9
07          2        1375.9
07          3        1375.9
07          4      626806.6
07          5      625184.4

08          1      630331.0
08          2      626806.6

datapath   port   port-speed(B/s)
01          1      668691.9
01          2          59.8
01          3        2629.5
01          4        1375.9
01          5        3197.2
01          6      627365.9

02          1        2629.5
02          2        2002.0

03          1        2004.0
03          2        1316.1

04          1        3200.4
04          2        2632.1

05          1        2566.7
05          2        1942.2

06          1        1944.2
06          2        1375.9

07          1        1314.7
07          2        1375.9
07          3        1375.9
07          4      629562.3
07          5      626424.7

08          1      627300.1
08          2      629625.1

datapath   port   port-speed(B/s)
01          1      685661.4
01          2          59.8
01          3        2632.1
01          4        1374.5
01          5        3260.2
01          6      626612.5

02          1        2632.1
02          2        1944.2

03          1        1944.2
03          2        1375.9

04          1        3257.0
04          2        2569.7

05          1        2572.3
05          2        2004.0

06          1        2002.0
06          2        1314.7

07          1        1375.9
07          2        1375.9
07          3        1316.1
07          4      626672.0
07          5      623471.6

08          1      629562.7
08          2      626047.8

datapath   port   port-speed(B/s)
01          1      704063.8
01          2          59.8
01          3        2632.1
01          4        1375.9
01          5        3260.2
01          6      628815.6

02          1        2632.1
02          2        2004.0

03          1        2002.0
03          2        1314.7

04          1        3260.2
04          2        2632.1

05          1        2629.5
05          2        2002.0

06          1        2004.0
06          2        1316.1

07          1        1314.7
07          2        1374.5
07          3        1252.0
07          4      629004.0
07          5      622850.6

08          1      625862.4
08          2      626678.0

datapath   port   port-speed(B/s)
01          1      727029.9
01          2           0.0
01          3        2629.5
01          4        1374.5
01          5        3257.0
01          6      629562.7

02          1        2629.5
02          2        2002.0

03          1        2004.0
03          2        1374.5

04          1        3257.0
04          2        2504.0

05          1        2506.5
05          2        1944.2

06          1        1942.2
06          2        1311.8

07          1        1375.9
07          2        1374.5
07          3        1374.5
07          4      627496.0
07          5      625866.5

08          1      629562.7
08          2      627496.0

datapath   port   port-speed(B/s)
01          1      748409.6
01          2          59.9
01          3        2514.5
01          4        1258.7
01          5        3266.7
01          6      628490.5

02          1        2514.5
02          2        2008.0

03          1        1943.1
03          2        1252.7

04          1        3270.0
04          2        2640.0

05          1        2640.0
05          2        2010.0

06          1        2010.0
06          2        1380.0

07          1        1252.7
07          2        1260.0
07          3        1380.0
07          4      625590.0
07          5      623894.0

08          1      628490.5
08          2      627924.1

datapath   port   port-speed(B/s)
01          1      774233.1
01          2          59.8
01          3        2569.7
01          4        1374.5
01          5        3197.2
01          6      626549.8

02          1        2569.7
02          2        1939.2

03          1        2002.0
03          2        1374.5

04          1        3194.0
04          2        2567.2

05          1        2564.6
05          2        1998.0

06          1        2000.0
06          2        1373.1

07          1        1373.1
07          2        1373.1
07          3        1373.1
07          4      628437.8
07          5      625178.1

08          1      626549.8
08          2      629001.0

datapath   port   port-speed(B/s)
01          1      793316.7
01          2          59.8
01          3        2629.5
01          4        1374.5
01          5        3257.0
01          6      629628.5

02          1        2629.5
02          2        2002.0

03          1        2002.0
03          2        1374.5

04          1        3257.0
04          2        2629.5

05          1        2632.1
05          2        2004.0

06          1        2002.0
06          2        1311.8

07          1        1375.9
07          2        1375.9
07          3        1313.1
07          4      626609.2
07          5      623411.8

08          1      628376.7
08          2      627747.5

datapath   port   port-speed(B/s)
01          1      835580.3
01          2          59.8
01          3        2632.1
01          4        1313.1
01          5        3200.4
01          6      628564.3

02          1        2632.1
02          2        1944.2

03          1        1946.1
03          2        1377.2

04          1        3200.4
04          2        2632.1

05          1        2632.1
05          2        1944.2

06          1        1944.2
06          2        1375.9

07          1        1375.9
07          2        1375.9
07          3        1374.5
07          4      629625.1
07          5      626490.5

08          1      629820.2
08          2      627924.1

datapath   port   port-speed(B/s)
01          1      836187.3
01          2          59.8
01          3        2629.5
01          4        1374.5
01          5        3257.0
01          6      626549.8

02          1        2629.5
02          2        1942.2

03          1        1942.2
03          2        1314.7

04          1        3257.0
04          2        2569.7

05          1        2569.7
05          2        2002.0

06          1        2004.0
06          2        1375.9

07          1        1314.7
07          2        1311.8
07          3        1375.9
07          4      627621.5
07          5      622850.6

08          1      628314.1
08          2      626373.8

datapath   port   port-speed(B/s)
01          1      906455.6
01          2          59.8
01          3        2632.1
01          4        1377.2
01          5        3260.2
01          6      627174.5

02          1        2634.7
02          2        2006.0

03          1        2002.0
03          2        1374.5

04          1        3266.7
04          2        2637.4

05          1        2637.4
05          2        1943.1

06          1        1943.1
06          2        1257.5

07          1        1375.9
07          2        1375.9
07          3        1256.2
07          4      626612.2
07          5      624981.1

08          1      628361.6
08          2      627864.1

datapath   port   port-speed(B/s)
01          1      939384.5
01          2           0.0
01          3        2629.5
01          4        1373.1
01          5        3257.0
01          6      629443.2

02          1        2626.9
02          2        2000.0

03          1        2004.0
03          2        1316.1

04          1        3250.5
04          2        2624.3

05          1        2624.3
05          2        2000.0

06          1        2000.0
06          2        1373.1

07          1        1314.7
07          2        1374.5
07          3        1374.5
07          4      628938.2
07          5      625800.8

08          1      628191.8
08          2      627753.5

datapath   port   port-speed(B/s)
01          1      936559.8
01          2          59.8
01          3        2626.9
01          4        1314.7
01          5        3257.0
01          6      629565.7

02          1        2629.5
02          2        2002.0

03          1        1998.0
03          2        1371.8

04          1        3260.2
04          2        2632.1

05          1        2637.4
05          2        1885.1

06          1        1879.5
06          2        1374.5

07          1        1371.8
07          2        1312.1
07          3        1371.8
07          4      627813.1
07          5      624622.3

08          1      627240.3
08          2      628998.0

datapath   port   port-speed(B/s)
01          1      940198.4
01          2          59.8
01          3        2515.0
01          4        1316.1
01          5        3260.2
01          6      628558.3

02          1        2512.5
02          2        2004.0

03          1        2006.0
03          2        1377.2

04          1        3257.0
04          2        2569.7

05          1        2564.6
05          2        1996.0

06          1        2002.0
06          2        1374.5

07          1        1377.2
07          2        1317.4
07          3        1377.2
07          4      627297.4
07          5      624159.7

08          1      627998.0
08          2      626672.0

datapath   port   port-speed(B/s)
01          1      938877.4
01          2          59.8
01          3        2632.1
01          4        1375.9
01          5        3200.4
01          6      627051.8

02          1        2632.1
02          2        2004.0

03          1        2006.0
03          2        1377.2

04          1        3200.4
04          2        2569.3

05          1        2569.3
05          2        2006.0

06          1        2004.0
06          2        1375.9

07          1        1377.2
07          2        1377.2
07          3        1375.9
07          4      628808.4
07          5      624093.8

08          1      628238.8
08          2      627924.1

datapath   port   port-speed(B/s)
01          1      938578.1
01          2          59.7
01          3        2564.2
01          4        1373.1
01          5        3191.0
01          6      628688.6

02          1        2626.9
02          2        1940.3

03          1        1940.3
03          2        1373.1

04          1        3191.0
04          2        2626.9

05          1        2626.9
05          2        2000.0

06          1        2000.0
06          2        1373.1

07          1        1373.1
07          2        1371.8
07          3        1373.1
07          4      624868.8
07          5      623123.3

08          1      628754.2
08          2      626997.0

